class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
A,1.0343174934387207,0.8404288291931152,-2.0804898781534575e-07,0.0,0.9902535080909729,0.8943280577659607,-0.027165666222572327,0.0,0.9115468263626099,0.8903898000717163,-0.03970852866768837,0.0,0.8625723123550415,0.8293238282203674,-0.05201006680727005,0.0,0.8443805575370789,0.7607050538063049,-0.06307318061590195,0.0,0.8487502336502075,0.8358233571052551,-0.020594565197825432,0.0,0.755608856678009,0.7986152768135071,-0.04475433751940727,0.0,0.6954023241996765,0.7681246399879456,-0.058156780898571014,0.0,0.6515932083129883,0.7404935359954834,-0.06762909144163132,0.0,0.8729984760284424,0.7684581875801086,-0.022782454267144203,0.0,0.8219093680381775,0.7116945385932922,-0.06333667784929276,0.0,0.8582158088684082,0.7592588663101196,-0.07270457595586777,0.0,0.8971940279006958,0.8034392595291138,-0.06652557104825974,0.0,0.9093730449676514,0.7128867506980896,-0.027705010026693344,0.0,0.8649819493293762,0.6495567560195923,-0.0766340121626854,0.0,0.9014779329299927,0.7209409475326538,-0.06834211945533752,0.0,0.9396802186965942,0.7714309692382812,-0.04738444462418556,0.0,0.9546274542808533,0.6709327697753906,-0.03346076235175133,0.0,0.9264928102493286,0.6433482766151428,-0.07373906672000885,0.0,0.9501484632492065,0.6992111802101135,-0.0671776756644249,0.0,0.9812344908714294,0.7392070889472961,-0.05065574124455452,0.0
A,0.9007247090339661,0.7498275637626648,-8.956471901910845e-07,0.0,0.8217265009880066,0.7294639348983765,-0.037721071392297745,0.0,0.7370245456695557,0.6656211018562317,-0.052114445716142654,0.0,0.6781468987464905,0.6143942475318909,-0.06408381462097168,0.0,0.6267967224121094,0.5763652920722961,-0.07053142040967941,0.0,0.7829354405403137,0.5403205752372742,-0.018254389986395836,0.0,0.7901625037193298,0.49250727891921997,-0.06410714983940125,0.0,0.8004035949707031,0.5677914023399353,-0.09440387040376663,0.0,0.8005934953689575,0.6250753998756409,-0.11003297567367554,0.0,0.8366447687149048,0.5303749442100525,-0.01945405825972557,0.0,0.8449336886405945,0.48217421770095825,-0.06035687029361725,0.0,0.8467322587966919,0.5714106559753418,-0.07466419786214828,0.0,0.8391615748405457,0.6193402409553528,-0.07912296801805496,0.0,0.8868664503097534,0.5360281467437744,-0.02895505353808403,0.0,0.8939741849899292,0.4929899573326111,-0.06982170045375824,0.0,0.8898745179176331,0.5700095891952515,-0.06703595817089081,0.0,0.8789486289024353,0.6112170219421387,-0.05788740515708923,0.0,0.9332358837127686,0.5520427823066711,-0.04176735505461693,0.0,0.9383286833763123,0.5207529067993164,-0.06783051788806915,0.0,0.9323447942733765,0.5784878730773926,-0.06207958981394768,0.0,0.9195118546485901,0.6127898097038269,-0.05321086570620537,0.0
A,0.8688733577728271,0.6890122890472412,-9.807743026613025e-07,0.0,0.7965297102928162,0.6945073008537292,-0.03694436699151993,0.0,0.7192419767379761,0.6423331499099731,-0.05097481608390808,0.0,0.6608739495277405,0.5975286960601807,-0.06268609315156937,0.0,0.6128522753715515,0.5714021921157837,-0.06993909925222397,0.0,0.7691290974617004,0.5328435301780701,-0.02415168285369873,0.0,0.7747812867164612,0.49552401900291443,-0.06450758129358292,0.0,0.7861981987953186,0.56722491979599,-0.08870185166597366,0.0,0.7884920835494995,0.6212396621704102,-0.09974360466003418,0.0,0.826927661895752,0.5241100788116455,-0.023534271866083145,0.0,0.8332192897796631,0.4923457205295563,-0.061135727912187576,0.0,0.8374048471450806,0.5752615332603455,-0.07335317879915237,0.0,0.8334861993789673,0.6198052763938904,-0.07651280611753464,0.0,0.8773398995399475,0.5285627841949463,-0.029898973181843758,0.0,0.886079728603363,0.5019713044166565,-0.07285068929195404,0.0,0.8865112066268921,0.5740600228309631,-0.07312706857919693,0.0,0.8794400691986084,0.6103560924530029,-0.06453016400337219,0.0,0.9195830225944519,0.5416949987411499,-0.03817552328109741,0.0,0.93294358253479,0.5236542820930481,-0.06581753492355347,0.0,0.9344049692153931,0.572742760181427,-0.06004472076892853,0.0,0.9281431436538696,0.6006808876991272,-0.05022210255265236,0.0
A,0.8796780109405518,0.7297375202178955,-6.7571892259366e-07,0.0,0.8038555979728699,0.6980785131454468,-0.035186767578125,0.0,0.727918267250061,0.6239842176437378,-0.05443611741065979,0.0,0.6682946085929871,0.5678391456604004,-0.07233095914125443,0.0,0.6141228079795837,0.5458614826202393,-0.08572962135076523,0.0,0.7716031074523926,0.5022245049476624,-0.02123025804758072,0.0,0.7902867794036865,0.4578301012516022,-0.058285146951675415,0.0,0.7985746264457703,0.5385050177574158,-0.08312084525823593,0.0,0.7990917563438416,0.5942021608352661,-0.09676369279623032,0.0,0.8299514055252075,0.49290841817855835,-0.020772432908415794,0.0,0.8468896150588989,0.44626855850219727,-0.062199484556913376,0.0,0.8466747403144836,0.5422821044921875,-0.07667909562587738,0.0,0.8376462459564209,0.6035188436508179,-0.07870065420866013,0.0,0.8815732002258301,0.5006368160247803,-0.025916604325175285,0.0,0.9001058340072632,0.463172972202301,-0.06627841293811798,0.0,0.8926889896392822,0.5505188703536987,-0.06021573767066002,0.0,0.8777434229850769,0.6058778166770935,-0.046711623668670654,0.0,0.926028311252594,0.522028386592865,-0.03345046192407608,0.0,0.9378992915153503,0.49643245339393616,-0.05602205917239189,0.0,0.9276906251907349,0.5609273910522461,-0.045536283403635025,0.0,0.9112163782119751,0.6013787388801575,-0.03245929256081581,0.0
A,0.8599581718444824,0.6804805397987366,-8.698779083715635e-07,0.0,0.7835882306098938,0.6542735695838928,-0.03662000969052315,0.0,0.7049445509910583,0.5739147663116455,-0.05029233172535896,0.0,0.651246964931488,0.5137815475463867,-0.06178225576877594,0.0,0.6026253700256348,0.48673272132873535,-0.0682154968380928,0.0,0.7667925357818604,0.45898035168647766,-0.02202276699244976,0.0,0.7760497331619263,0.4117667078971863,-0.06575292348861694,0.0,0.7804072499275208,0.4953865110874176,-0.09307534247636795,0.0,0.7817310690879822,0.5553404688835144,-0.10732471197843552,0.0,0.8197708129882812,0.45734238624572754,-0.02188022807240486,0.0,0.8277403116226196,0.4003891050815582,-0.07045157998800278,0.0,0.8195264935493469,0.4993901550769806,-0.08732780814170837,0.0,0.8143218159675598,0.556930422782898,-0.09068169444799423,0.0,0.8657152652740479,0.47008827328681946,-0.028724350035190582,0.0,0.8753921389579773,0.41578754782676697,-0.07778067141771317,0.0,0.8605894446372986,0.5036908984184265,-0.07790762186050415,0.0,0.8505240678787231,0.5559043288230896,-0.06696812063455582,0.0,0.9082901477813721,0.49040788412094116,-0.03780844435095787,0.0,0.915136456489563,0.44612032175064087,-0.0708843395113945,0.0,0.9007164239883423,0.5033950209617615,-0.06890437752008438,0.0,0.8872949481010437,0.5404111742973328,-0.060587115585803986,0.0
A,0.8549928665161133,0.6886426210403442,-6.541208108501451e-07,0.0,0.7826600074768066,0.65651935338974,-0.03559044376015663,0.0,0.7126165628433228,0.5816487073898315,-0.05597609654068947,0.0,0.6572421193122864,0.5237762331962585,-0.07464964687824249,0.0,0.605710506439209,0.4958953261375427,-0.08806292712688446,0.0,0.7568792700767517,0.4598645567893982,-0.02591068670153618,0.0,0.772251307964325,0.41348832845687866,-0.060784950852394104,0.0,0.7774889469146729,0.4909341335296631,-0.08099526166915894,0.0,0.7766964435577393,0.544231116771698,-0.09145817160606384,0.0,0.8127676844596863,0.44905322790145874,-0.02511426992714405,0.0,0.8268336653709412,0.39777371287345886,-0.06663928925991058,0.0,0.820375919342041,0.4971903860569,-0.07840282469987869,0.0,0.8088242411613464,0.5579564571380615,-0.07781386375427246,0.0,0.8634865880012512,0.4566938281059265,-0.029577216133475304,0.0,0.8784207701683044,0.4102565050125122,-0.06991789489984512,0.0,0.8663975596427917,0.49967846274375916,-0.06270737946033478,0.0,0.8511326909065247,0.5552647709846497,-0.047945331782102585,0.0,0.9083219766616821,0.4784910976886749,-0.0364510715007782,0.0,0.9175736904144287,0.4430501163005829,-0.06059979274868965,0.0,0.9012632966041565,0.5057030916213989,-0.05110824108123779,0.0,0.8815697431564331,0.5470409393310547,-0.03815128654241562,0.0
A,0.8531336188316345,0.6814060807228088,-6.107712806624477e-07,0.0,0.7816426753997803,0.6520642042160034,-0.038718901574611664,0.0,0.7127650380134583,0.5796494483947754,-0.06138567253947258,0.0,0.6567484140396118,0.5220658779144287,-0.08129807561635971,0.0,0.6047110557556152,0.49458688497543335,-0.09553445130586624,0.0,0.7567936182022095,0.4598197042942047,-0.03329666331410408,0.0,0.7717338800430298,0.4071081876754761,-0.06721997261047363,0.0,0.7780531644821167,0.48789992928504944,-0.08506477624177933,0.0,0.7756754755973816,0.5437673330307007,-0.09386467933654785,0.0,0.8118011355400085,0.4492921829223633,-0.030394207686185837,0.0,0.8253691792488098,0.3920266926288605,-0.07139354199171066,0.0,0.8203717470169067,0.4924323856830597,-0.08236610889434814,0.0,0.806865930557251,0.5526561141014099,-0.08184558153152466,0.0,0.8608974814414978,0.45663052797317505,-0.03223063424229622,0.0,0.8770822882652283,0.40423882007598877,-0.07190287113189697,0.0,0.8661823272705078,0.49477002024650574,-0.0634106770157814,0.0,0.8489903211593628,0.5511912703514099,-0.04846532270312309,0.0,0.9036591649055481,0.47738415002822876,-0.03660795837640762,0.0,0.9167212247848511,0.43656858801841736,-0.06103895232081413,0.0,0.9011451005935669,0.5006308555603027,-0.051142510026693344,0.0,0.8790019750595093,0.5440261363983154,-0.03821967542171478,0.0
A,0.8474751114845276,0.6676387190818787,-8.080639304353099e-07,0.0,0.7762467861175537,0.6536118984222412,-0.03805478289723396,0.0,0.6977556347846985,0.5773071646690369,-0.05215195193886757,0.0,0.6431108713150024,0.5188403725624084,-0.06369689851999283,0.0,0.594611644744873,0.4917404055595398,-0.07000146061182022,0.0,0.7558550834655762,0.4742441475391388,-0.021713852882385254,0.0,0.7607194781303406,0.4178355634212494,-0.06260992586612701,0.0,0.7623065710067749,0.4908159077167511,-0.08774939179420471,0.0,0.7640165686607361,0.5503117442131042,-0.10059304535388947,0.0,0.8072555661201477,0.47153398394584656,-0.02087343856692314,0.0,0.81446772813797,0.39944493770599365,-0.0690823346376419,0.0,0.8075187802314758,0.4883956015110016,-0.08640590310096741,0.0,0.8024281859397888,0.5516559481620789,-0.08882717788219452,0.0,0.8497546911239624,0.48210230469703674,-0.026836952194571495,0.0,0.8567712306976318,0.4196380078792572,-0.07442532479763031,0.0,0.8471034169197083,0.49364936351776123,-0.07540975511074066,0.0,0.838706374168396,0.5428703427314758,-0.06483249366283417,0.0,0.8866020441055298,0.49995970726013184,-0.03519142419099808,0.0,0.8959128856658936,0.457795649766922,-0.06749861687421799,0.0,0.8876522779464722,0.5026001930236816,-0.06568633019924164,0.0,0.876328706741333,0.5305556058883667,-0.057596296072006226,0.0
A,0.8464651703834534,0.6858040690422058,-6.7888794319515e-07,0.0,0.7766155004501343,0.6531321406364441,-0.03130015358328819,0.0,0.7118917107582092,0.5819399952888489,-0.049655452370643616,0.0,0.6588240265846252,0.5279173254966736,-0.06798005104064941,0.0,0.6102544665336609,0.5018329620361328,-0.08154668658971786,0.0,0.7578981518745422,0.4750344753265381,-0.01818731054663658,0.0,0.7638455629348755,0.42361748218536377,-0.054774921387434006,0.0,0.7689202427864075,0.49796950817108154,-0.07699933648109436,0.0,0.7704687118530273,0.5527955889701843,-0.08816702663898468,0.0,0.809776246547699,0.4683680534362793,-0.019513221457600594,0.0,0.814956784248352,0.4088275134563446,-0.061013445258140564,0.0,0.8091117739677429,0.5017061233520508,-0.07336181402206421,0.0,0.8004739284515381,0.5602496862411499,-0.073533795773983,0.0,0.857088029384613,0.4763142764568329,-0.0267296452075243,0.0,0.8667998313903809,0.41600707173347473,-0.06843435764312744,0.0,0.853643536567688,0.5004900097846985,-0.06269364804029465,0.0,0.8386582732200623,0.5575228929519653,-0.048738982528448105,0.0,0.9000551700592041,0.49683842062950134,-0.03605678305029869,0.0,0.9072971343994141,0.44948336482048035,-0.06219439581036568,0.0,0.8896447420120239,0.5073339939117432,-0.054396361112594604,0.0,0.8691511750221252,0.5522547364234924,-0.0426483079791069,0.0
A,0.8492612242698669,0.6962885856628418,-5.89574540299509e-07,0.0,0.7786564826965332,0.6609956622123718,-0.032433196902275085,0.0,0.7129313349723816,0.588249146938324,-0.05185166746377945,0.0,0.6589587926864624,0.5332996845245361,-0.07027845084667206,0.0,0.609420120716095,0.506674587726593,-0.0836884081363678,0.0,0.7563119530677795,0.4787461757659912,-0.022720154374837875,0.0,0.7646708488464355,0.42479071021080017,-0.05620278790593147,0.0,0.7697212100028992,0.5003286600112915,-0.07558932155370712,0.0,0.7697903513908386,0.5519200563430786,-0.0855778157711029,0.0,0.8087003827095032,0.4703843295574188,-0.022852476686239243,0.0,0.8147460222244263,0.40618184208869934,-0.061908915638923645,0.0,0.8085214495658875,0.4992281496524811,-0.07359303534030914,0.0,0.7991055250167847,0.5566983819007874,-0.07385405153036118,0.0,0.8567125797271729,0.4781981110572815,-0.02795112133026123,0.0,0.8681002855300903,0.4176577031612396,-0.06606096774339676,0.0,0.8549104928970337,0.5034749507904053,-0.05864369124174118,0.0,0.8396839499473572,0.5605422854423523,-0.044389110058546066,0.0,0.8996630907058716,0.4985458254814148,-0.03535271808505058,0.0,0.9079240560531616,0.4534780979156494,-0.059318799525499344,0.0,0.8905338048934937,0.5117477774620056,-0.0505533367395401,0.0,0.8700441718101501,0.5549367070198059,-0.03841874375939369,0.0
